name,party,person_id,vote_1,vote_2,vote_3,vote_4,vote_5,vote_6,vote_7,vote_8,vote_9,vote_10,vote_11,vote_12,vote_13,vote_14,vote_15,vote_16,vote_17,vote_18,vote_19,vote_20,vote_21,vote_22,vote_23,vote_24,vote_25,vote_26,vote_27,vote_28,vote_29,vote_30,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18,comment_19,comment_20,comment_21,comment_22,comment_23,comment_24,comment_25,comment_26,comment_27,comment_28,comment_29,comment_30
"Romas Sadauskas","Lietuvos Respublikos liberalų sąjūdis",1256,4,4,1,1,1,1,1,3,4,1,4,4,1,4,1,4,4,1,0,1,0,1,4,0,0,1,0,0,0,1,"Minimali alga turi būti visiškai panaikinta",,,,,,,"Pastangos turi atitikti mūsų šalies galimybes",,,,,,,,,,,,,,,,,,,,,"Atvirkščiai, tik daugiamandatėje",
"Saulius Liekis","Lietuvos Respublikos liberalų sąjūdis",519,4,4,2,2,2,2,3,3,3,1,3,3,1,4,2,4,3,1,4,2,4,2,1,4,4,2,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saulius Sinickis","Lietuvos Respublikos liberalų sąjūdis",1354,4,4,2,3,4,1,4,3,1,1,3,4,4,4,1,4,4,1,4,1,4,1,1,4,4,1,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sigitas Šliažas","Lietuvos Respublikos liberalų sąjūdis",958,4,4,1,3,2,2,2,2,3,1,3,4,1,3,1,3,4,2,4,4,0,1,1,4,4,1,4,4,2,1,,"Daugiau pajamų valstybė surinks gerindama verslo sąlygas.",,,,,,,,,,,,,,,,,,,"Nekorektiškas klausimas (vienpusis).",,,,,,,,,
"Simonas Gentvilas","Lietuvos Respublikos liberalų sąjūdis",1109,4,4,2,1,2,1,2,1,3,1,4,4,1,4,1,3,4,2,2,2,2,1,1,4,2,1,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simonas Kairys","Lietuvos Respublikos liberalų sąjūdis",1048,4,4,1,2,4,1,1,2,3,1,4,4,2,4,1,3,4,1,4,1,4,1,2,4,2,1,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skirmantas Tumelis","Lietuvos Respublikos liberalų sąjūdis",943,4,4,2,3,3,1,1,2,2,1,2,4,1,4,1,4,4,1,4,1,4,1,1,4,3,1,4,2,4,4,"Minimalios algos įrankis neefektyvus. Šis įrankis kaip tik pablogina tai ką norima pagerinti juo: t.y. žmonės sunkiau susirasti nekvalifikuoto darbo ir jie mieliau renkasi pašalpas.","Visų pirma reikia netrukdyti žmonėms patiems savimi pasirūpinti (ypač tiems, kurie tai gali padaryt patys).","Pirmiausiai reikia efektyvinti valdiškąjį sektorių. Tai kas kad teikia daug paslaugų, bet jos arba prastos arba prastai suteikiamos","Svarbu valdyti kaštus. Bet vien taupydamas kaštus neužsidirbsi daugiau pinigų. Reikalingos investicijos, kurios pagyvintų ekonomiką.","Valdiško sektoriaus veiklą reikia efektyvinti, o mokesčių sistemą padaryti paprastesne, kad būtų pigiau ją administruoti, kad žmonėms būtų paprasčiau susiskaičiuoti juos teisingai. PVM mažinimas atskiriems produktams mokesčių sistemos paprastesne nedaro.","Valstybė turėtų prižiūrėti, kad būtų pakankama konkurencija, kad neatsirastų monopolijų ir oligopolijų.","Geriausia, kai darbdaviai konkuruoja dėl geresnių darbuotojų - tada visiems geriau. Jei būtų tokia ideali situacija, tai nereikėtų kalbėti apie jokius papildomus barjerus darbdavių ir darbuotojų santykiuose.
O kad taip nutiktų reikia kuo mažiau išorinio reguliavimo.","Klimato kaita yra ekosistemos teršimo jai neįprastomis medžiagomis pasekmė. Tad geriau nestabdyti klimato kaitą, o mažiau teršti ekosistemą.","Bausmės tai jau pasekmių valdymas. Būtų gerai, kad priežastys būtų sprendžiamos: švietimo (tame tarpe lytinio) gerinimas, bendruomenių būrimas, veiklų skatinimas.","Tiesiog taip.","Nors aš labiau už tai, kad žmonės patys protingi ir supranta ką rinktis, bet šiuo atveju tai padėtų galbūt išspręsti impulsyvius pirkimus ir šitaip sumažintų perteklinį alkoholio vartojimą, kas yra kenksminga sveikatai.","Visomis priemonėmis, tai čia įtraukiant ir sušaudymą vietoje?","Visiems pasiklausymams reikalingas teismo sprendimas. Darant išlygas čia tuoj pats atsidursime totalitarinėje santvarkoje.
Kylant terorizmo grėsmėms reikia efektyvinti teismo orderių išdavimo tvarką.","Teisės piliečiams laisvai reikšti nuomonės drausti negalima. Pradėdami tai drausti atsidursime totalitarinėje santvarkoje.","Ir skirtingų lyčių poros turi teisę sudaryti partnerystę.","Moterys kaip ir vyrai turi teisę į savo kūną ir neturi jiems būti nurodymų kas galima, o kas negalima.
Užsimezgęs vaisius yra moters kūno dalis iki kažkurio amžiaus.","Jos gali būti nei restauruojamos nei grąžinamos į buvusią vietą.","Nenaudinga ir pavojinga ta elektrinė visais aspektais.","Sovietinė, tai totalitarinė simbolika skatina prievartą ir totalitarizmą, todėl turi būti draudžiama.","Su dabartine Rusija negalima turėti artimų santykių.","Tai kad buvo tiesiami keliai ir statomi miestai - ne sovietmečio nuopelnas. Sovietmetis viską sugadino - tiesiami buvo prastesni keliai, statomi prastesni miestai, žmonės buvo sugadinti ir skatinami vogti, bei elgtis šizofreniškai.","Lietuvos karinis pajėgumas ir gynybos finansavimas ne Rusijos reikalas.","Buvo padaryta didelė žala ir pasekmės iki šiol labai stipriai jaučiamos. Atlyginama žala padėtų Lietuvai greičiau atsitiesti nuo patirtos žalos.","Šia proga Maskvoja žvanginama ginklais ir rodoma turima karinė galia, tai yra būtent tos priežastys dėl ko nutiko baisiausias karas žmonijos istorijoje. Čia kaip švęsti alkoholizmo išsigydymą alkoholio vartojimu.","Kol profesionaliai kariuomenei neturime pakankamai lėšų ir kol reikia skubėti įgyti norimus karinius pajėgumus - šauktinių kariuomenė labiau reikalinga.","Tai yra mūsų ambasadoriai. Ryšys su jais būtinas, o Lietuvos pilietybė gali būti tuo ryšiu.","Man atrodo, kad viskas geriau įvedus eurą.","Tai turėtų būti labiau Lietuvos pasirinkimas. Geriausia būtų, kad Lietuva dalyvautų tų kvotų dalinimo svarstymuose.","Tiek daugiamandatė, tiek vienmandatė sistemos turi savų teigiamų ir neigiamų pusių. Svarbu, kad jas abi naudojant nebūtų panaudojamos abiejų neigiamos pusės.","Internetinis balsavimas nesaugus ir tokiu negali būti. Balsavimas popieriumi taip pat turi problemų, bet jos mažesnio masto, nei Internetinio."
"Šarūnas Gustainis","Lietuvos Respublikos liberalų sąjūdis",914,4,4,1,1,4,1,1,2,3,1,4,4,3,4,1,4,4,1,4,1,4,2,4,4,2,1,4,1,4,1,"10 kartų veiksmingiau – NPD kėlimas, o ne minimali alga","Esu tik už mokesčių mažinimą","Visiškai pritariu, ir dėl to valstybės teikiamų paslaugų tikrai nesumažės","Atsakau tik turėdamas omeny Lietuvą bei dabartinę situaciją joje","Tai iškreiptų rinką, PVM reikia mažinti viskam","Būnan liberalu būtų keista manyti kitaip :)",,"Nemanau, kad šiai minutei tai prioritetinis klausimas Vyriausybei, bet investuoti daugiau dėmesio ir finansų į šį sektorių Lietuvai reikia","Manau, mūsų baudžiamasis kodeksas jau pakankamai griežtas","Pritariu visų lotyniško raidyno raidžių naudojimui asmens dokumentuose","Tada ir pieną pardavinėkime specializuotose parduotuvėse – juk yra didelė grupė žmonių, kuriems tai kenkia","O kas dirbs už keleto metų..?",,"Esu prieš daugumą nebūtinų draudimų","Taip, ir nebijau to viešinti","Tik Mama turi teisę nuspręsti, kaip elgtis tokioje situacijoje...","Griežtai ne.","Taip, nes tai grėsmė Nacionaliniam saugumui","Turi būti draudžiama, kaip ir nacistinė",,"Nematau tos naudos. Jei nebūtų buvę sovietmečio – tų kelių, miestų ir gamyklų turėtume trigubai daugiau","Nesu militaristas, bet pasiekti įsipareigojimus NATO būtina","Na pamirškime vieną sykį tas kompensacijas... Kam be reikalo kelti įtampą..?","Lietuvos vadovai turėtų laukti, kol pasikeis Rusijos valdžia nebent...","Nesu už šauktinių kariuomenę, tačiau dabartinėje situacijoje, laikinai, ji būtina","Ne taip jau daug mūsų, lietuvių, kad galėtume sau leisti „švaistyti“ savo piliečius",,"Jei apsisprendėme, kad Lietuvos vieta Europos sąjungoje – gerbkime ir jos taisykles","Ne, nes tai per porą kadencijų privestų Lietuvą prie dvipartinės (na, gal – tripartinės) sistemos",Vienareikšmiškai.
"Teisutis Majauskas","Lietuvos Respublikos liberalų sąjūdis",1249,4,4,1,1,4,1,2,1,1,1,4,3,1,4,2,3,4,1,4,2,4,1,1,4,4,1,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vidmantas Valantiejus","Lietuvos Respublikos liberalų sąjūdis",1334,4,4,2,2,4,1,1,2,3,1,4,4,1,4,1,4,4,1,4,2,4,1,3,4,3,1,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Viktorija Čmilytė-Nielsen","Lietuvos Respublikos liberalų sąjūdis",947,4,4,1,3,4,1,2,1,4,1,4,4,1,4,1,4,4,3,2,1,4,1,3,4,2,1,3,4,4,1,,,,,"Mokesčiai turėtų būti mažinami ne selektyviai. Pasisakau už PVM sumažinimą iki 18%",,,,,,,,,,,,,"Lietuva turi pirmiausia ekonominėmis priemonėmis priešintis Astravo atominės elektrinės statybai.",,,,"Lietuva turi vykdyti įsipareigojimus NATO.",,,,,,,,"Estijos pavyzdys rodo, kad e-balsavimas yra saugus ir nedidina neskaidrių rinkimų rezultatų rizikos."
"Vilija Gucevičiūtė","Lietuvos Respublikos liberalų sąjūdis",1361,4,4,3,1,2,1,1,1,1,1,4,4,1,4,1,4,4,1,4,2,4,1,1,4,2,1,3,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vincas Jurgutis","Lietuvos Respublikos liberalų sąjūdis",936,4,4,2,1,4,1,2,3,3,1,4,4,2,4,1,4,4,1,4,2,4,1,3,4,1,1,4,4,4,1,"Žmonės bus laimingi tada, kai uždirbs daugiau, nei minimalią algą.","Socialinė parama turi būti skirta tiems, kuriems jos labiausiai reikia.","Viešasis sektorius gali būti mažinamas gerinant paslaugų kokybę. Ir jis turi ir gali tapti patrauklia vieta dirbti.","Neatsakingas išlaidavimas krizę gali tik pagilinti. Pats klausimas suformuluotas tendencingai. Reikia rinktis tarp atsakingo finansų valdymo ir neatsakingo išlaidavimo, o skolinimasis yra tik pasekmė.","Turime siekti, kad PVM mažėtų VISOMS prekėms.",,"Ten tik lengvai atleisti, bet ir lengvai priimti. O darbuotojai turi turėti galimybę derėtis dėl papildomos naudos sau.","Viskas turi būti daroma vadovaujantis argumentais ir skaičiavimais.","Ne bausmės dydis, o bausmės
neišvengiamumas lemia nusikalstamumo lygį.",,,,,"Ribojimai galimi tik tada, kai kyla tiesioginė grėsmė.","Taip. Ir ne tik tos pačios, bet ir skirtingų lyčių.","Niekas neturi teisės už kitą žmogų spręsti tokių klausimų.",,,,,,,,,,,,"Turime kartu spęsti bendrus iššūkius.",,"Neskaidrių rinkimų rizika yra visada. Per kiekvienus rinkimus Lietuvoje girdime skandalus dėl balsų pirkimo, klaidų. Todėl toks teiginys yra spekuliacija."
"Virgilijus Alekna","Lietuvos Respublikos liberalų sąjūdis",1316,4,4,1,2,4,1,2,3,3,1,4,4,2,4,2,4,4,1,4,2,4,1,3,4,3,1,4,3,4,1,"Mūsų siekis, kad žmonės uždirbtų daugiau nei minimalią algą. Todėl siūlome mokesčių pakeitimus, kurie leistų dirbantiems žmonėms gauti didesnį atlygį.","Socialinė parama pirmiausiai turi būti skirstoma ir panaudojama efektyviai.","Viešasis sektorius turi puikias galimybes dirbti efektyviau, jeigu daugiau paslaugų būtų suteikiamos elektroninėje erdvėje.",,"Bet kokios išimtys nėra protingas sprendimas.",,"Svarbiausia, kad žmonės galėtų lengviau rasti darbą, o įmonė – tinkamą darbuotoją. Dėl to būtina keisti sovietmetį menantį darbo kodeksą.",,"Daugiau pastangų reikia skirti nusikaltimų prevencijai, 
operatyviam jų tyrimui.","Vardas ir pavardė yra žmogaus asmeninė nuosavybė",,,,,"Liberalai pasisako prieš bet kokią diskriminaciją lyties, religijos, tautybės, rasės klausimu.",,,,,,"Šis laikotarpis turi būti vertinamas vienareikšmiškai",,,,"Šiuo metu yra svarbu išlaikyti šauktinių kariuomenę, įvertinant  politinę situaciją.",,,,,
"Virginijus Steponavičius","Lietuvos Respublikos liberalų sąjūdis",1284,3,3,3,3,2,2,3,2,3,2,2,3,2,2,1,3,4,2,4,2,3,2,2,4,4,2,4,2,4,1,"Minimali alga turi būti didinamą pagal pragyvenimo lygį, o ne pagal verslo galimybę","Socialinė parama turi būti suteikiama tiems, kurie susidūrė su nuo jų nepriklausančiais sunkumais","Viešojo sektoriaus paslaugos turi būti užtikrinamos diegiant elektronines sistemas","Skolinimas turi būti tikslinis ir atsakingas. Kiekviena krizė reikalauja kitokių įveikimo priemonių","PVM pagrindiniams maisto produktams turėtu atitikti pragyvenimo lygį.","Strateginiai valstybės tikslai, bent pradiniame etape turėtu būti reguliuojami valstybės","Sutartis tarp darbdavio ir darbuotojo turėtu būti lygiavertė ir apimti visa gyvavimo ciklą.","Vyriausybė turi stimuliuoti klimato kaitos mažinimą","Bausmė turi būti adekvati padarytam nusikaltimui","Kalba atspindi visuomenės vystymosi raidą, todėl turi keistis pagal susidariusias sąlygas","Valstybė turi imtis priemonių spręsti visuomenės problemas","Turi būti apribota kriminalinė  imigracija","Negali pilietis būti saugus nesaugioje visuomenėje","Piliečiams turi būti suteikta daugiau teisių išreikšti savo poziciją",,"Gimstamumas šalyje turi būti skatinamas kitomis priemonėmis","Manau jos turėjo būti nuimtos ne restauracijai, o perduotos į Grūto parką","Lietuva turėjo išlikti atominės energetikos valstybe.",,"Turėtume taikyti adekvačias situacijai priemones","Sovietmečiu buvo kuriama infrastruktūra tinkama Sovietams","Manau Rusija daugiau  nerimauja dėl NATO","Žala visada turi būti atlyginta","Manau turėtume minėti gegužės 8 d. kaip pagarbą žuvusiems","Turi būti užtikrinta konstitucinė teisė ginti savo šalį","Tik neturintiems kriminalinės praeities",,"Manau, kad turėtume būti solidarūs su ES problemomis",,"Su neskaidrumu turime kovoti kitomis priemonėmis"
"Vytautas Mitalas","Lietuvos Respublikos liberalų sąjūdis",1306,4,4,1,2,2,1,1,3,3,1,4,4,2,3,1,4,4,1,3,1,4,2,2,4,2,1,3,2,4,1,,"Valstybės viešosios išlaidos gali būti daug efektyviau panaudojamos tam, kad būtų pagerintos socialinės paslaugos.",,,,,,,,,,"Valstybei būtina ne užsimerkti ir neigti imigracijos procesus, bet kryptingai juos valdyti.",,,,,,,,,,,,,,,,,,
"Žydrūnas Savickas","Lietuvos Respublikos liberalų sąjūdis",161,4,4,1,1,2,4,1,1,2,1,2,2,1,4,2,2,4,1,4,1,4,1,2,4,4,1,4,3,1,2,"Reikia mazinti mokecius dirbantiesiems zmonems, tada jie daugiau uzdirbs, o ne kelti minimalia alga","Valstybe turetu mazinti islaidas skirtas biurokratams islaikyti, sutaupytas lesas galetu skirti zmoniu svietimui.","Turi buti sumazintas darbuotoju skaicius tu darbuotoju saskaita, kurie neteikia jokios naudos visuomenei,","Kad nereiketu verztis dirzu , reikia ekonominio pakilimo metu kaupti valstybes rezerva, o ne islaidauti.","PVM turetu buti mazinamas tik sveikiems produktams, kad skatinti visuomene buti sveikai maitintis.",,"Lankstus darbo santykiai yra valsybes progreso variklis",,,,"Valstybe turi kovoti su kenksmingais zmoniu iprociais mazindama prieinamuma, didindama akciza ir sviesdama visuomene. Tik kompleksiniai veiksmai gali duoti rezultata.",,,,,"Butina ginti ne tik motinos teises , bet ir uzsimezgusios gyvybes.",,"Salões saugumas turi buti svarbiausias prioritetas",,"moraliniai dalykai yra svarbesni uz ekonominius","Zala buvo daug didesne uz nauda.","Salies gynybos pajegumu stiprinimas yra tik musu salies reikalas.","Tai iamanoma tik pasikeitus rezimui Rusijoje.",,,,,,,
"Agnė Balčiūnienė","Tėvynės sąjunga - Lietuvos krikščionys demokratai",1235,4,4,4,1,4,3,4,4,2,4,2,4,4,4,4,2,4,1,4,2,4,1,2,4,4,3,4,4,1,4,,,,,,,,,,,"Specializuotose taip, bet ne valstybinėse.",,,"Gyvename demokratinėje valstybėje",,"Kiekvienas atvejis yra skirtingas, ir vertinamas individualiai",,,,,"Pirmiauisia sugriovė, o tik po to „statė“",Vienareikšmiškai,,,"Jokiais būdais, nes tai ir patriotiškumo ir meilės savo kraštui skatinimas","Reikėtų vertinti pagal žmogaus gimimo vietą",,,"LR Konstitucijos 55 str. teigiama, kad Seimą sudaro Tautos atstovai, todėl ir renkami turėtų būti tiesiogiai",
"Agnė Bilotaitė","Tėvynės sąjunga - Lietuvos krikščionys demokratai",106,4,4,2,1,4,1,2,3,1,4,2,2,1,4,4,1,4,1,4,1,4,1,1,4,4,4,3,1,4,4,"Lietuvoje turi būti didinamas bendras atlyginimų lygis, o ne iš bendro atlyginimų klausimo išskirta minimali alga","Mokesčius reikia ne didinti, o tikslingiau rinkti iš daugiausiai mokėti galinčių grupių bei tikslingai juos panaudoti","Skaičius tikrai turi ir gali būti mažinamas net ir neaukojant viešųjų paslaugų, nes pastaruosius 4 metus gyventojų mažėjo, o tarnautojų skaičius augo. esu už efektyviai ir racionaliai veikiantį viešąjį sektorių.","Jeigu diržų veržimasis vykdomas solidariai, kai daugiausiai susiveržia daugiausiai uždirbantys","Neįmanoma užtikrinti, kad sumažinus PVM prekybininkai nepaliks tų pačių kainų taip didindami savo pelną","Tačiau visada yra nemažai sričių, kaip švietimo paslaugos ar darbo santykiai, kur reguliavimas neišvengiamas","Tačiau valstybė privalo perimti atleistų darbuotojų socialinės apsaugos naštą iš darbdavių",,"Tačiau dar svarbiau yra numatytų bausmių realus įgyvendinimas, nes dabar dažniausiai taikoma minimali galima bausmė","Bet kokie įrašai nevalstybine kalba pagrindiniame paso puslapyje prieštarauja Konstitucijai","Kartu būtina taikyti plačias ir gerai finansuojamas kovos su nelegalia prekyba programas","Imigracija turi būti legali ir atitikti Lietuvos specialistų poreikius, taip pat jokiu atveju negali būti masinė","Piliečių privatumas gali būti pažeistas tik išimtiniais atvejais su teismo leidimu ir esant pagrįstiems įtarimams dėl asmens keliamos grėsmės","Vieši susirinkimus gali būti ribojami tik išimtiniais atvejais, Konstitucijos 25 straipsnyje nurodytais pagrindais","Valstybė turi saugoti tik siektiną ir skatintiną gyvenimo būdą. Vienalytės poros nėra ir negali būti šeima, tačiau turi būti saugomos nuo neapykantos ir diskrimacijos visose gyvenimo srityse","Kova su abortais galėtų būti sėkmingai laimėta tikslingomis mokyklinio ir visuomenės švietimo priemonėmis, o ne draudimais. Siekis turi būti, jog moteris pati nesirinktų aborto, o ne tiesiog juos uždrausti","Sovietiniai paminklai negali stovėti šalies miestų viešojoje erdvėje","Astravo elektrinės statybos yra akivaizdžiai nesaugios ir gresia Vilnių siekiančia ekologine katastrofa",,"Rusijos atgrasymas nuo tolesnės karinės agresijos galimas tik demonstruojant, jog Vakarų šalys su tuo nesitaikstys","Modernizacija daug nuosekliau galėjo įvykti ir be sovietinės okupacijos, o jos žala tautai ir valstybei neišmatuojama","Negalima turėti iliuzijų, jog Rusija geranoriška Lietuvos atžvilgiu ir ją tiesiog erzina ginklavimasis ar sankcijos. Rusijai nepriklausoma Lietuva visada buvo laikinas nesusipratimas, o NATO įsipareigojimų pildymas yra tiesiog būtinas siekiant NATO apsaugos",,"Gegužės 9 d. švenčiama vieno totalitarinio nužmoginančio režimo pergalė prieš kitą ir naujo okupanto atėjimas į Lietuvą ir kitas Vidurio Europos šalis. Dalyvaudama Lietuva švęstų savo okupaciją","Siekiant suformuoti pakankamą karinį rezervą, būtina nuolatinė šauktinių kariuomenė, į kurią būtų be loterijos šaukiama iškart po mokyklos","Masinė dviguba pilietybė sukurtų dviejų rūšių piliečius – gyvenantys užsienyje turėtų tik teises, o gyvenantys Lietuvoje – vykdytų mokestinius, karo prievolės ir kitus įsipareigojimus","Euras suteikė pasitikėjimo Lietuva kaip šalimi į kurią patrauklu investuoti. Sumažino paskolų konvertavimo kaštus ir palūkanas.","Pabėgėlių srautas Europoje sukeltas vienašališko Merkel sprendimo pakviesti juos į Vokietiją. Pagėbėliai kaip šios klaidos pasekmė ES gali būti dalinamiesi tik solidarumo ir savanoriškumo pagrindu","Esama rinkimų sistema yra stabili ir užtikrina tautos atstovavimą","Internetinis balsavimas yra technologiškai nesaugus eksperimentas, dėl kurio pilietinis aktyvumas nepadidės, o rizikos, ypač kibernetinių atakų iš Rusijos grėsmė išaugos."
"Aistė Gedvilienė","Tėvynės sąjunga - Lietuvos krikščionys demokratai",1268,4,4,2,2,3,1,3,2,2,1,1,3,3,3,1,0,4,1,4,1,4,1,1,4,4,2,4,3,4,4,"Minimali alga turi būti susieta su vidutiniu darbo užmokesčiu.",,"Priklauso nuo konkrečios institucijos.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrius Bautronis","Tėvynės sąjunga - Lietuvos krikščionys demokratai",1246,4,3,2,0,3,3,3,4,3,4,1,2,3,3,3,3,4,2,4,1,3,1,1,4,4,3,2,2,2,3,,,,,,,,,,,,,,,,,,"Dabartiniai santykiai taip pat yra ne itin geri ir tai problemų nesudaro.",,,"Būdama nepriklausoma būtų dar geriau viską susitvarkiusi pati.",,,,,,,,,
"Andrius Jučas","Tėvynės sąjunga - Lietuvos krikščionys demokratai",1243,3,2,2,2,4,1,2,0,2,1,3,3,1,2,2,3,4,1,4,1,4,1,3,4,4,1,3,1,3,4,,,,,,,,,,,,,,"Tik galimų kitų šalių provokacijų atveju",,,,,,,,,,,,,,,,
"Andrius Kubilius","Tėvynės sąjunga - Lietuvos krikščionys demokratai",91,4,3,2,2,4,2,2,3,4,2,2,3,3,3,3,2,4,1,4,1,4,1,1,4,4,1,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrius Kupčinskas","Tėvynės sąjunga - Lietuvos krikščionys demokratai",848,3,4,2,2,3,2,3,2,3,2,2,3,3,2,2,2,4,1,4,1,4,1,1,3,4,3,3,4,4,3,"MMA jau vietomis lenkia algas asmenų dirbančių pagal nustatytus koeficientus (soc.darbuotojai, kultūros ir kitų sektorių atstovai.) Pirma turėtų būti didinamas (grąžinamas) BMA, nes ja skaičiuojami atlyginimai biudžetininkams.","Norint plėsti socialines paslaugas nereikia didinti mokesčių. Reikia labiau kontroliuoti dabar skirstomą socialinę paramą.","Daug paslaugų galima perkelti į elektroninę erdvę.","Graikijos atvejis nevilioja.","Išlygos kuria kitas išlygas. Neaišku kas nustatys pagrindinius produktus.",,"Neaiškus „lengvumo“ laipsnis. Žodinis atleidimas nepriimtinas.",,,,"Specializuotose, bet nebūtinai valstybinėse.",,,"Galimybė numatyta Susirinkimų įstatyme.",,,,,,,,,,,,"Tiems, kurie išreiškia valią ją turėti.",,,"Tuomet išnyks partinė sistema, kuri yra demokratijos pagrindas.","Pirmiausia galima išbandyti internetinį balsavimą vietos gyventojų apklausose, seniūnaičių rinkimuose ir pan."
